"","h1","h2","h3","h4","h5","h6","h7","h8","h9","h10","h11","h12","h13","h14","h15","h16","h17","h18","h19","h20","h21","h22","h23","h24","h25","h26","h27","h28","h29","h30","h31","h32","h33","h34","h35","h36","h37","h38","h39","h40","h41","h42","h43","h44","h45","h46","h47","h48","h49","h50","h51","h52","h53","h54","h55","h56","h57","h58","h59","h60","h61","h62","h63","h64","h65","h66","h67","h68","h69","h70","h71","h72","h73","h74","h75","h76","h77","h78","h79","h80","h81","h82","h83","h84","h85","h86","h87","h88","h89","h90","h91","h92","h93","h94","h95","h96","h97","h98","h99","h100","h101","h102","h103","h104","h105","h106","h107","h108","h109","h110","h111","h112","h113","h114","h115","h116","h117","h118","h119","h120","h121","h122","h123","h124","h125","h126","h127","h128","h129","h130","h131","h132","h133","h134","h135","h136","h137","h138","h139","h140","h141","h142","h143","h144","h145","h146","h147","h148","h149","h150","h151","h152","h153","h154","h155","h156","h157","h158","h159","h160","h161","h162","h163","h164","h165","h166","h167","h168","h169","h170","h171","h172","h173","h174"
"g26",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g27",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g28",0.916012,1,1,1,0.0116308,0.079952,0.0296922,0.462342,1,1,0.352513,0.340642,0.753658,0.915379,1,0.896016,0.861148,0,0.928966,0.222083,0.0116308,0.0116308,0.903455,0.192858,0.0296922,1,1,0.125954,1,0.164244,0.0116308,0.0116308,1,1,1,1,1,1,1,1,1,1,0.244616,0.0103198,1,0.425214,1,1,1,1,0.0116308,1,1,1,0.122606,0.103297,1,0.896415,1,0.166897,1,1,0.0296922,1,1,1,1,0.166897,1,0.890202,0.91559,0.0877071,0.0116308,0.853865,1,1,1,1,1,1,0.66343,0.919285,1,1,1,0.210372,0,1,0.939524,0.461384,1,1,0.21011,1,1,0.484349,1,1,1,1,0.0116308,0.223676,0.0116308,0.17084,1,0.19769,0.0116308,1,0.106066,0,1,1,1,1,0.0480914,0.290411,0.0116308,0.0116308,1,0.18632,0.211124,0.0274511,0,0.0116308,0.0116308,0.895091,0.0103198,0.0296922,0.0274511,0.15632,0.216823,0.0689337,1,0.222083,0.133669,0.144599,0.0116308,0.0877071,1,1,1,0,0.853988,1,0.0157115,0.212658,1,1,1,0.418215,1,0.0274511,0,1,0.0116308,0.0567292,0.423535,1,1,0.0116308,0.0116308,0,1,1,1,1,1,1,0,1,0.654905,1,0.079952,0.0274511
"g29",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g30",0.890345,1,1,1,0.0899297,0.0767532,0.0951299,0.415249,1,1,0.374647,0.362095,0.727009,0.891009,1,0.870446,0.836235,0.0807125,0.903519,0.208126,0.0899297,0.0899297,0.878428,0.178177,0.0951299,1,1,0.0848589,1,0.168517,0.0899297,0.0899297,1,1,1,1,1,1,1,1,1,1,0.223126,0.0703927,1,0.448896,1,1,1,1,0.0899297,1,1,1,0.152325,0.159239,1,0.871653,1,0.0973394,1,1,0.0951299,1,1,1,1,0.0973394,1,0.859828,0.890784,0.101909,0.0899297,0.827626,1,1,1,1,1,1,0.637585,0.894754,1,1,1,0.242434,0.0807125,1,0.914886,0.430524,1,1,0.202343,1,1,0.442817,1,1,1,1,0.0899297,0.165015,0.0899297,0.105054,1,0.180116,0.0899297,1,0.126841,0.0807125,1,1,1,1,0.11144,0.262438,0.0899297,0.0899297,1,0.219914,0.193751,0.05521,0.0807125,0.0899297,0.0899297,0.869188,0.0703927,0.0951299,0.0953024,0.101906,0.250504,0.122215,1,0.208126,0.11915,0.131694,0.0899297,0.101909,1,1,1,0.0807125,0.826437,1,0.0856407,0.245731,1,1,1,0.441804,1,0.0953024,0.0807125,1,0.0899297,0.0997969,0.373952,1,1,0.0899297,0.0899297,0.0807125,1,1,1,1,1,1,0.0807125,1,0.624926,1,0.0767532,0.05521
"g31",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g32",0.880413,1,1,1,0.101485,0.122571,0.084315,0.434936,1,1,0.371602,0.357956,0.723955,0.882045,1,0.859004,0.822899,0.0922677,0.895458,0.16134,0.101485,0.101485,0.868467,0.17309,0.084315,1,1,0.152253,1,0.189291,0.101485,0.101485,1,1,1,1,1,1,1,1,1,1,0.171931,0.102587,1,0.448195,1,1,1,1,0.101485,1,1,1,0.205311,0.184782,1,0.861095,1,0.195162,1,1,0.084315,1,1,1,1,0.195162,1,0.859132,0.884616,0.169939,0.101485,0.816912,1,1,1,1,1,1,0.630606,0.885113,1,1,1,0.293846,0.0922677,1,0.906847,0.487093,1,1,0.212051,1,1,0.472195,1,1,1,1,0.101485,0.161513,0.101485,0.143218,1,0.128962,0.101485,1,0.189101,0.0922677,1,1,1,1,0.140359,0.259867,0.101485,0.101485,1,0.161596,0.132537,0.0700703,0.0922677,0.101485,0.101485,0.864865,0.102587,0.084315,0.0676567,0.182619,0.300452,0.150418,1,0.16134,0.16369,0.177182,0.101485,0.169939,1,1,1,0.0922677,0.810219,1,0.0971958,0.296417,1,1,1,0.439897,1,0.0676567,0.0922677,1,0.101485,0.0859493,0.389725,1,1,0.101485,0.101485,0.0922677,1,1,1,1,1,1,0.0922677,1,0.594203,1,0.122571,0.0700703
"g33",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g34",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g35",0.853999,1,1,1,0.160762,0.12824,0.165962,0.364088,1,1,0.357649,0.343749,0.722619,0.85357,1,0.837243,0.801295,0.15363,0.860542,0.256075,0.160762,0.160762,0.841889,0.141956,0.165962,1,1,0.117443,1,0.202976,0.160762,0.160762,1,1,1,1,1,1,1,1,1,1,0.268782,0.14331,1,0.429377,1,1,1,1,0.160762,1,1,1,0.155738,0.192217,1,0.833606,1,0.0534291,1,1,0.165962,1,1,1,1,0.0534291,1,0.827029,0.848892,0.132862,0.160762,0.780208,1,1,1,1,1,1,0.601188,0.857578,1,1,1,0.218839,0.15363,1,0.878716,0.394597,1,1,0.218575,1,1,0.403648,1,1,1,1,0.160762,0.242812,0.160762,0.105748,1,0.209832,0.160762,1,0.108695,0.15363,1,1,1,1,0.160936,0.270299,0.160762,0.160762,1,0.294516,0.259253,0.129811,0.15363,0.160762,0.160762,0.824668,0.14331,0.165962,0.16822,0.142973,0.228881,0.175713,1,0.256075,0.0836808,0.160425,0.160762,0.132862,1,1,1,0.15363,0.789552,1,0.139139,0.226098,1,1,1,0.423148,1,0.16822,0.15363,1,0.160762,0.170629,0.343691,1,1,0.160762,0.160762,0.15363,1,1,1,1,1,1,0.15363,1,0.590116,1,0.12824,0.129811
"g36",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g37",0.916012,1,1,1,0.0116308,0.079952,0.0296922,0.462342,1,1,0.352513,0.340642,0.753658,0.915379,1,0.896016,0.861148,0,0.928966,0.222083,0.0116308,0.0116308,0.903455,0.192858,0.0296922,1,1,0.125954,1,0.164244,0.0116308,0.0116308,1,1,1,1,1,1,1,1,1,1,0.244616,0.0103198,1,0.425214,1,1,1,1,0.0116308,1,1,1,0.122606,0.103297,1,0.896415,1,0.166897,1,1,0.0296922,1,1,1,1,0.166897,1,0.890202,0.91559,0.0877071,0.0116308,0.853865,1,1,1,1,1,1,0.66343,0.919285,1,1,1,0.210372,0,1,0.939524,0.461384,1,1,0.21011,1,1,0.484349,1,1,1,1,0.0116308,0.223676,0.0116308,0.17084,1,0.19769,0.0116308,1,0.106066,0,1,1,1,1,0.0480914,0.290411,0.0116308,0.0116308,1,0.18632,0.211124,0.0274511,0,0.0116308,0.0116308,0.895091,0.0103198,0.0296922,0.0274511,0.15632,0.216823,0.0689337,1,0.222083,0.133669,0.144599,0.0116308,0.0877071,1,1,1,0,0.853988,1,0.0157115,0.212658,1,1,1,0.418215,1,0.0274511,0,1,0.0116308,0.0567292,0.423535,1,1,0.0116308,0.0116308,0,1,1,1,1,1,1,0,1,0.654905,1,0.079952,0.0274511
"g38",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g39",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g40",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g41",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g42",0.901161,1,1,1,0.0583532,0.0873959,0.0764146,0.443099,1,1,0.335568,0.32335,0.759418,0.89634,1,0.880656,0.845796,0.049136,0.91372,0.219455,0.0583532,0.0583532,0.88646,0.213933,0.0764146,1,1,0.120708,1,0.126551,0.0583532,0.0583532,1,1,1,1,1,1,1,1,1,1,0.245051,0.0409578,1,0.4084,1,1,1,1,0.0583532,1,1,1,0.12698,0.0730133,1,0.879636,1,0.167663,1,1,0.0764146,1,1,1,1,0.167663,1,0.867319,0.894571,0.0614655,0.0583532,0.837961,1,1,1,1,1,1,0.648382,0.901279,1,1,1,0.191815,0.049136,1,0.923581,0.446947,1,1,0.213993,1,1,0.468638,1,1,1,1,0.0583532,0.244278,0.0583532,0.170802,1,0.168436,0.0583532,1,0.110107,0.049136,1,1,1,1,0.0511473,0.295317,0.0583532,0.0583532,1,0.235456,0.231726,0.0765871,0.049136,0.0583532,0.0583532,0.87265,0.0409578,0.0764146,0.0765871,0.13572,0.198573,0.0636554,1,0.219455,0.155074,0.0999379,0.0583532,0.0614655,1,1,1,0.049136,0.839828,1,0.0334245,0.194965,1,1,1,0.40166,1,0.0765871,0.049136,1,0.0583532,0.103452,0.403905,1,1,0.0583532,0.0583532,0.049136,1,1,1,1,1,1,0.049136,1,0.640506,1,0.0873959,0.0765871
"g43",0.878308,1,1,1,0.0936462,0.099222,0.111708,0.41848,1,1,0.312528,0.298413,0.696394,0.871531,1,0.857231,0.822947,0.084429,0.890596,0.223386,0.0936462,0.0936462,0.863058,0.251076,0.111708,1,1,0.122334,1,0.145019,0.0936462,0.0936462,1,1,1,1,1,1,1,1,1,1,0.304238,0.0795052,1,0.386063,1,1,1,1,0.0936462,1,1,1,0.067436,0.0899448,1,0.854746,1,0.193261,1,1,0.111708,1,1,1,1,0.193261,1,0.837331,0.867177,0.0835566,0.0936462,0.813514,1,1,1,1,1,1,0.625244,0.876821,1,1,1,0.16609,0.084429,1,0.898536,0.423302,1,1,0.153607,1,1,0.443489,1,1,1,1,0.0936462,0.249382,0.0936462,0.198687,1,0.212653,0.0936462,1,0.130434,0.084429,1,1,1,1,0.0474523,0.23542,0.0936462,0.0936462,1,0.270749,0.270273,0.11188,0.084429,0.0936462,0.0936462,0.839651,0.0795052,0.111708,0.11188,0.146852,0.1745,0.0714945,1,0.223386,0.192217,0.13991,0.0936462,0.0835566,1,1,1,0.084429,0.818765,1,0.0893571,0.167563,1,1,1,0.378265,1,0.11188,0.084429,1,0.0936462,0.138745,0.375644,1,1,0.0936462,0.0936462,0.084429,1,1,1,1,1,1,0.084429,1,0.618313,1,0.099222,0.11188
"g44",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g45",0.877618,1,1,1,0.119228,0.130604,0.104472,0.423822,1,1,0.37194,0.359247,0.714609,0.873932,1,0.854908,0.815331,0.110011,0.891874,0.178545,0.119228,0.119228,0.863904,0.18219,0.104472,1,1,0.130309,1,0.166433,0.119228,0.119228,1,1,1,1,1,1,1,1,1,1,0.178548,0.101833,1,0.441102,1,1,1,1,0.119228,1,1,1,0.20361,0.183749,1,0.856358,1,0.195167,1,1,0.104472,1,1,1,1,0.195167,1,0.853947,0.877243,0.161757,0.119228,0.812613,1,1,1,1,1,1,0.609546,0.881091,1,1,1,0.293819,0.110011,1,0.90117,0.488066,1,1,0.16672,1,1,0.410762,1,1,1,1,0.119228,0.150017,0.119228,0.191682,1,0.139898,0.119228,1,0.188346,0.110011,1,1,1,1,0.133975,0.216285,0.119228,0.119228,1,0.20322,0.142556,0.102231,0.110011,0.119228,0.119228,0.856243,0.101833,0.104472,0.0878135,0.164402,0.300485,0.14517,1,0.178545,0.199215,0.152209,0.119228,0.161757,1,1,1,0.110011,0.811159,1,0.114939,0.296293,1,1,1,0.431474,1,0.0878135,0.110011,1,0.119228,0.0741296,0.383144,1,1,0.119228,0.119228,0.110011,1,1,1,1,1,1,0.110011,1,0.625789,1,0.130604,0.102231
"g46",0.919388,1,1,1,0,0.0915827,0.0180614,0.46767,1,1,0.357231,0.345624,0.757678,0.918945,1,0.899435,0.864687,0.0116308,0.932384,0.2313,0,0,0.907142,0.199989,0.0180614,1,1,0.133086,1,0.172183,0,0,1,1,1,1,1,1,1,1,1,1,0.251747,0.0219506,1,0.429822,1,1,1,1,0,1,1,1,0.129738,0.112514,1,0.899834,1,0.173464,1,1,0.0180614,1,1,1,1,0.173464,1,0.894468,0.919347,0.0956463,0,0.857742,1,1,1,1,1,1,0.667117,0.922773,1,1,1,0.216187,0.0116308,1,0.942921,0.465218,1,1,0.218049,1,1,0.488483,1,1,1,1,0,0.231615,0,0.178779,1,0.20563,0,1,0.112633,0.0116308,1,1,1,1,0.0597222,0.29596,0,0,1,0.197951,0.219063,0.0390819,0.0116308,0,0,0.898657,0.0219506,0.0180614,0.0390819,0.163451,0.222372,0.0781509,1,0.2313,0.140235,0.152538,0,0.0956463,1,1,1,0.0116308,0.857582,1,0.0249287,0.217986,1,1,1,0.422554,1,0.0390819,0.0116308,1,0,0.0450984,0.42935,1,1,0,0,0.0116308,1,1,1,1,1,1,0.0116308,1,0.658626,1,0.0915827,0.0390819
"g47",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g48",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g49",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g50",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g51",0.853999,1,1,1,0.160762,0.12824,0.165962,0.364088,1,1,0.357649,0.343749,0.722619,0.85357,1,0.837243,0.801295,0.15363,0.860542,0.256075,0.160762,0.160762,0.841889,0.141956,0.165962,1,1,0.117443,1,0.202976,0.160762,0.160762,1,1,1,1,1,1,1,1,1,1,0.268782,0.14331,1,0.429377,1,1,1,1,0.160762,1,1,1,0.155738,0.192217,1,0.833606,1,0.0534291,1,1,0.165962,1,1,1,1,0.0534291,1,0.827029,0.848892,0.132862,0.160762,0.780208,1,1,1,1,1,1,0.601188,0.857578,1,1,1,0.218839,0.15363,1,0.878716,0.394597,1,1,0.218575,1,1,0.403648,1,1,1,1,0.160762,0.242812,0.160762,0.105748,1,0.209832,0.160762,1,0.108695,0.15363,1,1,1,1,0.160936,0.270299,0.160762,0.160762,1,0.294516,0.259253,0.129811,0.15363,0.160762,0.160762,0.824668,0.14331,0.165962,0.16822,0.142973,0.228881,0.175713,1,0.256075,0.0836808,0.160425,0.160762,0.132862,1,1,1,0.15363,0.789552,1,0.139139,0.226098,1,1,1,0.423148,1,0.16822,0.15363,1,0.160762,0.170629,0.343691,1,1,0.160762,0.160762,0.15363,1,1,1,1,1,1,0.15363,1,0.590116,1,0.12824,0.129811
"g52",0.903286,1,1,1,0.0479282,0.0750412,0.0659896,0.44955,1,1,0.339672,0.327386,0.732578,0.898792,1,0.882767,0.847784,0.0362974,0.916209,0.218338,0.0479282,0.0479282,0.889049,0.229155,0.0659896,1,1,0.124255,1,0.137785,0.0479282,0.0479282,1,1,1,1,1,1,1,1,1,1,0.263549,0.0292531,1,0.41312,1,1,1,1,0.0479282,1,1,1,0.104647,0.0882649,1,0.880508,1,0.185831,1,1,0.0659896,1,1,1,1,0.185831,1,0.872411,0.897047,0.0847301,0.0479282,0.841393,1,1,1,1,1,1,0.650654,0.902664,1,1,1,0.196929,0.0362974,1,0.926529,0.449409,1,1,0.193016,1,1,0.470798,1,1,1,1,0.0479282,0.242609,0.0479282,0.189773,1,0.188979,0.0479282,1,0.125,0.0362974,1,1,1,1,0.0184594,0.271837,0.0479282,0.0479282,1,0.222618,0.230057,0.0637485,0.0362974,0.0479282,0.0479282,0.875114,0.0292531,0.0659896,0.0637485,0.151077,0.203519,0.0565344,1,0.218338,0.169966,0.122525,0.0479282,0.0847301,1,1,1,0.0362974,0.84293,1,0.052009,0.198221,1,1,1,0.405477,1,0.0637485,0.0362974,1,0.0479282,0.0930266,0.410539,1,1,0.0479282,0.0479282,0.0362974,1,1,1,1,1,1,0.0362974,1,0.643124,1,0.0750412,0.0637485
"g53",0.91165,1,1,1,0.0180614,0.0967829,0,0.452914,1,1,0.33917,0.327562,0.751022,0.910515,1,0.890954,0.85467,0.0296922,0.925002,0.219194,0.0180614,0.0180614,0.899044,0.185233,0,1,1,0.138286,1,0.154121,0.0180614,0.0180614,1,1,1,1,1,1,1,1,1,1,0.23964,0.040012,1,0.420099,1,1,1,1,0.0180614,1,1,1,0.147799,0.130576,1,0.891507,1,0.178664,1,1,0,1,1,1,1,0.178664,1,0.888174,0.912047,0.113708,0.0180614,0.849436,1,1,1,1,1,1,0.65512,0.915051,1,1,1,0.234249,0.0296922,1,0.935412,0.471874,1,1,0.203293,1,1,0.473727,1,1,1,1,0.0180614,0.2187,0.0180614,0.161609,1,0.18846,0.0180614,1,0.130694,0.0296922,1,1,1,1,0.0777836,0.281204,0.0180614,0.0180614,1,0.188822,0.206148,0.0442821,0.0296922,0.0180614,0.0180614,0.891484,0.040012,0,0.0210205,0.168651,0.240433,0.0962122,1,0.219194,0.145435,0.157738,0.0180614,0.113708,1,1,1,0.0296922,0.848806,1,0.0429901,0.236048,1,1,1,0.411434,1,0.0210205,0.0296922,1,0.0180614,0.0303422,0.414594,1,1,0.0180614,0.0180614,0.0296922,1,1,1,1,1,1,0.0296922,1,0.642019,1,0.0967829,0.0442821
