"","h1","h2","h3","h4","h5","h6","h7","h8","h9","h10","h11","h12","h13","h14","h15","h16","h17","h18","h19","h20","h21","h22","h23","h24","h25","h26","h27","h28","h29","h30","h31","h32","h33","h34","h35","h36","h37","h38","h39","h40","h41","h42","h43","h44","h45","h46","h47","h48","h49","h50","h51","h52","h53","h54","h55","h56","h57","h58","h59","h60","h61","h62","h63","h64","h65","h66","h67","h68","h69","h70","h71","h72","h73","h74","h75","h76","h77","h78","h79","h80","h81","h82","h83","h84","h85","h86","h87","h88","h89","h90","h91","h92","h93","h94","h95","h96","h97","h98","h99","h100","h101","h102","h103","h104","h105","h106","h107","h108","h109","h110","h111","h112","h113","h114","h115","h116","h117","h118","h119","h120","h121","h122","h123","h124","h125","h126","h127","h128","h129","h130","h131","h132","h133","h134","h135","h136","h137","h138","h139","h140","h141","h142","h143","h144","h145","h146","h147","h148","h149","h150","h151","h152","h153","h154","h155","h156","h157","h158","h159","h160","h161","h162","h163","h164","h165","h166","h167","h168","h169","h170","h171","h172","h173","h174"
"g11",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g12",0.91165,1,1,1,0.0180614,0.0967829,0,0.452914,1,1,0.33917,0.327562,0.751022,0.910515,1,0.890954,0.85467,0.0296922,0.925002,0.219194,0.0180614,0.0180614,0.899044,0.185233,0,1,1,0.138286,1,0.154121,0.0180614,0.0180614,1,1,1,1,1,1,1,1,1,1,0.23964,0.040012,1,0.420099,1,1,1,1,0.0180614,1,1,1,0.147799,0.130576,1,0.891507,1,0.178664,1,1,0,1,1,1,1,0.178664,1,0.888174,0.912047,0.113708,0.0180614,0.849436,1,1,1,1,1,1,0.65512,0.915051,1,1,1,0.234249,0.0296922,1,0.935412,0.471874,1,1,0.203293,1,1,0.473727,1,1,1,1,0.0180614,0.2187,0.0180614,0.161609,1,0.18846,0.0180614,1,0.130694,0.0296922,1,1,1,1,0.0777836,0.281204,0.0180614,0.0180614,1,0.188822,0.206148,0.0442821,0.0296922,0.0180614,0.0180614,0.891484,0.040012,0,0.0210205,0.168651,0.240433,0.0962122,1,0.219194,0.145435,0.157738,0.0180614,0.113708,1,1,1,0.0296922,0.848806,1,0.0429901,0.236048,1,1,1,0.411434,1,0.0210205,0.0296922,1,0.0180614,0.0303422,0.414594,1,1,0.0180614,0.0180614,0.0296922,1,1,1,1,1,1,0.0296922,1,0.642019,1,0.0967829,0.0442821
"g13",0.622892,1,1,1,0.538767,0.534147,0.528483,0.528857,1,1,0.641753,0.627494,0.463145,0.572407,1,0.599876,0.533155,0.534048,0.627478,0.491798,0.538767,0.538767,0.572451,0.467053,0.528483,1,1,0.492446,1,0.501964,0.538767,0.538767,1,1,1,1,1,1,1,1,1,1,0.420904,0.52587,1,0.692668,1,1,1,1,0.538767,1,1,1,0.581574,0.589778,1,0.593212,1,0.482542,1,1,0.528483,1,1,1,1,0.482542,1,0.532733,0.573594,0.531773,0.538767,0.519582,1,1,1,1,1,1,0.452464,0.604422,1,1,1,0.652144,0.534048,1,0.622271,0.593558,1,1,0.52589,1,1,0.572787,1,1,1,1,0.538767,0.409086,0.538767,0.454358,1,0.481295,0.538767,1,0.541692,0.534048,1,1,1,1,0.558012,0.493534,0.538767,0.538767,1,0.533798,0.424765,0.524205,0.534048,0.538767,0.538767,0.565772,0.52587,0.528483,0.519742,0.488311,0.660147,0.551199,1,0.491798,0.502295,0.543058,0.538767,0.531773,1,1,1,0.534048,0.625507,1,0.520968,0.654276,1,1,1,0.68911,1,0.519742,0.534048,1,0.538767,0.512592,0.526267,1,1,0.538767,0.538767,0.534048,1,1,1,1,1,1,0.534048,1,0.538685,1,0.534147,0.524205
"g14",0.509483,1,1,1,0.630545,0.576931,0.616747,0.429766,1,1,0.463818,0.454255,0.610173,0.524944,1,0.490299,0.464698,0.626668,0.529388,0.556385,0.630545,0.630545,0.514186,0.548961,0.616747,1,1,0.560821,1,0.531774,0.630545,0.630545,1,1,1,1,1,1,1,1,1,1,0.593725,0.623367,1,0.517129,1,1,1,1,0.630545,1,1,1,0.581639,0.567375,1,0.502528,1,0.559566,1,1,0.616747,1,1,1,1,0.559566,1,0.536627,0.535303,0.587423,0.630545,0.504622,1,1,1,1,1,1,0.397861,0.530637,1,1,1,0.510406,0.626668,1,0.525815,0.372635,1,1,0.555264,1,1,0.421687,1,1,1,1,0.630545,0.567416,0.630545,0.523833,1,0.524969,0.630545,1,0.58523,0.626668,1,1,1,1,0.599424,0.550593,0.630545,0.630545,1,0.68763,0.563291,0.613094,0.626668,0.630545,0.630545,0.510012,0.623367,0.616747,0.607909,0.55431,0.516878,0.588476,1,0.556385,0.554162,0.56261,0.630545,0.587423,1,1,1,0.626668,0.466203,1,0.621422,0.503896,1,1,1,0.508843,1,0.607909,0.626668,1,0.630545,0.611945,0.398083,1,1,0.630545,0.630545,0.626668,1,1,1,1,1,1,0.626668,1,0.270598,1,0.576931,0.613094
"g15",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g16",0.625386,1,1,1,0.477324,0.417864,0.460154,0.313321,1,1,0.273612,0.256493,0.722019,0.640734,1,0.602156,0.557206,0.472903,0.645484,0.424669,0.477324,0.477324,0.610401,0.414332,0.460154,1,1,0.408742,1,0.385794,0.477324,0.477324,1,1,1,1,1,1,1,1,1,1,0.454485,0.469632,1,0.367138,1,1,1,1,0.477324,1,1,1,0.402598,0.408024,1,0.605871,1,0.410039,1,1,0.460154,1,1,1,1,0.410039,1,0.654659,0.646988,0.433457,0.477324,0.547314,1,1,1,1,1,1,0.41763,0.634899,1,1,1,0.324296,0.472903,1,0.654812,0.349967,1,1,0.368489,1,1,0.255638,1,1,1,1,0.477324,0.420885,0.477324,0.397536,1,0.351819,0.477324,1,0.42743,0.472903,1,1,1,1,0.449304,0.385699,0.477324,0.477324,1,0.541628,0.464519,0.453452,0.472903,0.477324,0.477324,0.620545,0.469632,0.460154,0.451038,0.401904,0.335452,0.438573,1,0.424669,0.441442,0.402058,0.477324,0.433457,1,1,1,0.472903,0.54208,1,0.467303,0.317496,1,1,1,0.351221,1,0.451038,0.472903,1,0.477324,0.461788,0.28566,1,1,0.477324,0.477324,0.472903,1,1,1,1,1,1,0.472903,1,0.306778,1,0.417864,0.453452
"g17",0.422469,1,1,1,0.768274,0.763354,0.759948,0.641895,1,1,0.719069,0.714409,0.465158,0.358412,1,0.402185,0.417298,0.76414,0.421495,0.685539,0.768274,0.768274,0.364368,0.682584,0.759948,1,1,0.723681,1,0.716194,0.768274,0.768274,1,1,1,1,1,1,1,1,1,1,0.644113,0.760051,1,0.68765,1,1,1,1,0.768274,1,1,1,0.776156,0.776641,1,0.373499,1,0.699879,1,1,0.759948,1,1,1,1,0.699879,1,0.396316,0.376433,0.770855,0.768274,0.385553,1,1,1,1,1,1,0.528613,0.395497,1,1,1,0.781759,0.76414,1,0.409448,0.675987,1,1,0.723381,1,1,0.657179,1,1,1,1,0.768274,0.65562,0.768274,0.690065,1,0.720026,0.768274,1,0.742299,0.76414,1,1,1,1,0.773134,0.683867,0.768274,0.768274,1,0.659492,0.66369,0.753272,0.76414,0.768274,0.768274,0.39128,0.760051,0.759948,0.752864,0.679231,0.79337,0.769198,1,0.685539,0.712277,0.734897,0.768274,0.770855,1,1,1,0.76414,0.430528,1,0.756994,0.78947,1,1,1,0.690124,1,0.752864,0.76414,1,0.768274,0.747589,0.647974,1,1,0.768274,0.768274,0.76414,1,1,1,1,1,1,0.76414,1,0.565256,1,0.763354,0.753272
"g18",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g19",0.91165,1,1,1,0.0180614,0.0967829,0,0.452914,1,1,0.33917,0.327562,0.751022,0.910515,1,0.890954,0.85467,0.0296922,0.925002,0.219194,0.0180614,0.0180614,0.899044,0.185233,0,1,1,0.138286,1,0.154121,0.0180614,0.0180614,1,1,1,1,1,1,1,1,1,1,0.23964,0.040012,1,0.420099,1,1,1,1,0.0180614,1,1,1,0.147799,0.130576,1,0.891507,1,0.178664,1,1,0,1,1,1,1,0.178664,1,0.888174,0.912047,0.113708,0.0180614,0.849436,1,1,1,1,1,1,0.65512,0.915051,1,1,1,0.234249,0.0296922,1,0.935412,0.471874,1,1,0.203293,1,1,0.473727,1,1,1,1,0.0180614,0.2187,0.0180614,0.161609,1,0.18846,0.0180614,1,0.130694,0.0296922,1,1,1,1,0.0777836,0.281204,0.0180614,0.0180614,1,0.188822,0.206148,0.0442821,0.0296922,0.0180614,0.0180614,0.891484,0.040012,0,0.0210205,0.168651,0.240433,0.0962122,1,0.219194,0.145435,0.157738,0.0180614,0.113708,1,1,1,0.0296922,0.848806,1,0.0429901,0.236048,1,1,1,0.411434,1,0.0210205,0.0296922,1,0.0180614,0.0303422,0.414594,1,1,0.0180614,0.0180614,0.0296922,1,1,1,1,1,1,0.0296922,1,0.642019,1,0.0967829,0.0442821
"g20",0.91165,1,1,1,0.0180614,0.0967829,0,0.452914,1,1,0.33917,0.327562,0.751022,0.910515,1,0.890954,0.85467,0.0296922,0.925002,0.219194,0.0180614,0.0180614,0.899044,0.185233,0,1,1,0.138286,1,0.154121,0.0180614,0.0180614,1,1,1,1,1,1,1,1,1,1,0.23964,0.040012,1,0.420099,1,1,1,1,0.0180614,1,1,1,0.147799,0.130576,1,0.891507,1,0.178664,1,1,0,1,1,1,1,0.178664,1,0.888174,0.912047,0.113708,0.0180614,0.849436,1,1,1,1,1,1,0.65512,0.915051,1,1,1,0.234249,0.0296922,1,0.935412,0.471874,1,1,0.203293,1,1,0.473727,1,1,1,1,0.0180614,0.2187,0.0180614,0.161609,1,0.18846,0.0180614,1,0.130694,0.0296922,1,1,1,1,0.0777836,0.281204,0.0180614,0.0180614,1,0.188822,0.206148,0.0442821,0.0296922,0.0180614,0.0180614,0.891484,0.040012,0,0.0210205,0.168651,0.240433,0.0962122,1,0.219194,0.145435,0.157738,0.0180614,0.113708,1,1,1,0.0296922,0.848806,1,0.0429901,0.236048,1,1,1,0.411434,1,0.0210205,0.0296922,1,0.0180614,0.0303422,0.414594,1,1,0.0180614,0.0180614,0.0296922,1,1,1,1,1,1,0.0296922,1,0.642019,1,0.0967829,0.0442821
"g21",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g22",0.919388,1,1,1,0,0.0915827,0.0180614,0.46767,1,1,0.357231,0.345624,0.757678,0.918945,1,0.899435,0.864687,0.0116308,0.932384,0.2313,0,0,0.907142,0.199989,0.0180614,1,1,0.133086,1,0.172183,0,0,1,1,1,1,1,1,1,1,1,1,0.251747,0.0219506,1,0.429822,1,1,1,1,0,1,1,1,0.129738,0.112514,1,0.899834,1,0.173464,1,1,0.0180614,1,1,1,1,0.173464,1,0.894468,0.919347,0.0956463,0,0.857742,1,1,1,1,1,1,0.667117,0.922773,1,1,1,0.216187,0.0116308,1,0.942921,0.465218,1,1,0.218049,1,1,0.488483,1,1,1,1,0,0.231615,0,0.178779,1,0.20563,0,1,0.112633,0.0116308,1,1,1,1,0.0597222,0.29596,0,0,1,0.197951,0.219063,0.0390819,0.0116308,0,0,0.898657,0.0219506,0.0180614,0.0390819,0.163451,0.222372,0.0781509,1,0.2313,0.140235,0.152538,0,0.0956463,1,1,1,0.0116308,0.857582,1,0.0249287,0.217986,1,1,1,0.422554,1,0.0390819,0.0116308,1,0,0.0450984,0.42935,1,1,0,0,0.0116308,1,1,1,1,1,1,0.0116308,1,0.658626,1,0.0915827,0.0390819
"g23",0.441384,1,1,1,0.752003,0.708493,0.741379,0.496203,1,1,0.588436,0.579981,0.567181,0.412505,1,0.41526,0.385973,0.748034,0.447891,0.646902,0.752003,0.752003,0.430496,0.632044,0.741379,1,1,0.679446,1,0.657567,0.752003,0.752003,1,1,1,1,1,1,1,1,1,1,0.646549,0.744667,1,0.629517,1,1,1,1,0.752003,1,1,1,0.700052,0.693974,1,0.405418,1,0.680165,1,1,0.741379,1,1,1,1,0.680165,1,0.470144,0.44414,0.701941,0.752003,0.422253,1,1,1,1,1,1,0.372744,0.444451,1,1,1,0.640876,0.748034,1,0.444399,0.511733,1,1,0.636985,1,1,0.519607,1,1,1,1,0.752003,0.61934,0.752003,0.65204,1,0.650271,0.752003,1,0.700389,0.748034,1,1,1,1,0.715509,0.596411,0.752003,0.752003,1,0.742933,0.619589,0.736112,0.748034,0.752003,0.752003,0.445317,0.744667,0.741379,0.733501,0.671303,0.649326,0.718266,1,0.646902,0.68521,0.677609,0.752003,0.701941,1,1,1,0.748034,0.460468,1,0.741988,0.644279,1,1,1,0.625293,1,0.733501,0.748034,1,0.752003,0.724938,0.493831,1,1,0.752003,0.752003,0.748034,1,1,1,1,1,1,0.748034,1,0.439042,1,0.708493,0.736112
"g24",0.916012,1,1,1,0.0116308,0.079952,0.0296922,0.462342,1,1,0.352513,0.340642,0.753658,0.915379,1,0.896016,0.861148,0,0.928966,0.222083,0.0116308,0.0116308,0.903455,0.192858,0.0296922,1,1,0.125954,1,0.164244,0.0116308,0.0116308,1,1,1,1,1,1,1,1,1,1,0.244616,0.0103198,1,0.425214,1,1,1,1,0.0116308,1,1,1,0.122606,0.103297,1,0.896415,1,0.166897,1,1,0.0296922,1,1,1,1,0.166897,1,0.890202,0.91559,0.0877071,0.0116308,0.853865,1,1,1,1,1,1,0.66343,0.919285,1,1,1,0.210372,0,1,0.939524,0.461384,1,1,0.21011,1,1,0.484349,1,1,1,1,0.0116308,0.223676,0.0116308,0.17084,1,0.19769,0.0116308,1,0.106066,0,1,1,1,1,0.0480914,0.290411,0.0116308,0.0116308,1,0.18632,0.211124,0.0274511,0,0.0116308,0.0116308,0.895091,0.0103198,0.0296922,0.0274511,0.15632,0.216823,0.0689337,1,0.222083,0.133669,0.144599,0.0116308,0.0877071,1,1,1,0,0.853988,1,0.0157115,0.212658,1,1,1,0.418215,1,0.0274511,0,1,0.0116308,0.0567292,0.423535,1,1,0.0116308,0.0116308,0,1,1,1,1,1,1,0,1,0.654905,1,0.079952,0.0274511
"g25",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
