"","h1","h2","h3","h4","h5","h6","h7","h8","h9","h10","h11","h12","h13","h14","h15","h16","h17","h18","h19","h20","h21","h22","h23","h24","h25","h26","h27","h28","h29","h30","h31","h32","h33","h34","h35","h36","h37","h38","h39","h40","h41","h42","h43","h44","h45","h46","h47","h48","h49","h50","h51","h52","h53","h54","h55","h56","h57","h58","h59","h60","h61","h62","h63","h64","h65","h66","h67","h68","h69","h70","h71","h72","h73","h74","h75","h76","h77","h78","h79","h80","h81","h82","h83","h84","h85","h86","h87","h88","h89","h90","h91","h92","h93","h94","h95","h96","h97","h98","h99","h100","h101","h102","h103","h104","h105","h106","h107","h108","h109","h110","h111","h112","h113","h114","h115","h116","h117","h118","h119","h120","h121","h122","h123","h124","h125","h126","h127","h128","h129","h130","h131","h132","h133","h134","h135","h136","h137","h138","h139","h140","h141","h142","h143","h144","h145","h146","h147","h148","h149","h150","h151","h152","h153","h154","h155","h156","h157","h158","h159","h160","h161","h162","h163","h164","h165","h166","h167","h168","h169","h170","h171","h172","h173","h174"
"g74",0.704268,1,1,1,0.832089,0.826736,0.827284,0.809509,1,1,0.86822,0.860199,0.656434,0.655723,1,0.695945,0.677725,0.829324,0.6935,0.778948,0.832089,0.832089,0.645378,0.775947,0.827284,1,1,0.798477,1,0.810741,0.832089,0.832089,1,1,1,1,1,1,1,1,1,1,0.752489,0.825527,1,0.861482,1,1,1,1,0.832089,1,1,1,0.853665,0.862106,1,0.6803,1,0.789415,1,1,0.827284,1,1,1,1,0.789415,1,0.24691,0.653231,0.826837,0.832089,0.626947,1,1,1,1,1,1,0.721175,0.666984,1,1,1,0.883645,0.829324,1,0.681119,0.810565,1,1,0.820498,1,1,0.800854,1,1,1,1,0.832089,0.762083,0.832089,0.773658,1,0.795932,0.832089,1,0.818827,0.829324,1,1,1,1,0.842133,0.806865,0.832089,0.832089,1,0.781234,0.767155,0.823373,0.829324,0.832089,0.832089,0.657773,0.825527,0.827284,0.822699,0.793234,0.889385,0.837783,1,0.778948,0.794296,0.826095,0.832089,0.826837,1,1,1,0.829324,0.709286,1,0.82348,0.886155,1,1,1,0.859977,1,0.822699,0.829324,1,0.832089,0.820399,0.802996,1,1,0.832089,0.832089,0.829324,1,1,1,1,1,1,0.829324,1,0.764808,1,0.826736,0.823373
"g75",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g76",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g77",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g78",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g79",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g80",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g81",0.68162,1,1,1,0.858708,0.827449,0.85328,0.75192,1,1,0.818646,0.812876,0.663352,0.626304,1,0.657463,0.626067,0.856002,0.672909,0.777856,0.858708,0.858708,0.624923,0.789274,0.85328,1,1,0.814215,1,0.810121,0.858708,0.858708,1,1,1,1,1,1,1,1,1,1,0.775883,0.853425,1,0.81127,1,1,1,1,0.858708,1,1,1,0.840519,0.847771,1,0.648603,1,0.811669,1,1,0.85328,1,1,1,1,0.811669,1,0.639444,0.638617,0.817664,0.858708,0.620691,1,1,1,1,1,1,0.688342,0.655492,1,1,1,0.853635,0.856002,1,0.673928,0.779355,1,1,0.807355,1,1,0.761283,1,1,1,1,0.858708,0.795203,0.858708,0.79223,1,0.798196,0.858708,1,0.827471,0.856002,1,1,1,1,0.848125,0.790934,0.858708,0.858708,1,0.807607,0.79743,0.849887,0.856002,0.858708,0.858708,0.645207,0.853425,0.85328,0.848541,0.823581,0.859926,0.837415,1,0.777856,0.810928,0.827505,0.858708,0.817664,1,1,1,0.856002,0.673044,1,0.850924,0.856649,1,1,1,0.808189,1,0.848541,0.856002,1,0.858708,0.845366,0.74829,1,1,0.858708,0.858708,0.856002,1,1,1,1,1,1,0.856002,1,0.710664,1,0.827449,0.849887
"g82",0.697673,1,1,1,0.833007,0.816067,0.828149,0.785577,1,1,0.848411,0.843279,0.637543,0.645994,1,0.688051,0.692212,0.830102,0.688159,0.767294,0.833007,0.833007,0.649372,0.774642,0.828149,1,1,0.787342,1,0.794843,0.833007,0.833007,1,1,1,1,1,1,1,1,1,1,0.762636,0.827148,1,0.831715,1,1,1,1,0.833007,1,1,1,0.833392,0.846909,1,0.673406,1,0.804996,1,1,0.828149,1,1,1,1,0.804996,1,0.25985,0.64942,0.800889,0.833007,0.647374,1,1,1,1,1,1,0.738716,0.67724,1,1,1,0.867873,0.830102,1,0.679126,0.812575,1,1,0.79658,1,1,0.800237,1,1,1,1,0.833007,0.758712,0.833007,0.783384,1,0.787561,0.833007,1,0.825472,0.830102,1,1,1,1,0.830951,0.790117,0.833007,0.833007,1,0.767461,0.775445,0.823967,0.830102,0.833007,0.833007,0.654067,0.827148,0.828149,0.823211,0.796843,0.87322,0.839754,1,0.767294,0.793265,0.816594,0.833007,0.800889,1,1,1,0.830102,0.708028,1,0.823496,0.869655,1,1,1,0.834522,1,0.823211,0.830102,1,0.833007,0.821071,0.777403,1,1,0.833007,0.833007,0.830102,1,1,1,1,1,1,0.830102,1,0.772769,1,0.816067,0.823967
"g83",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g84",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g85",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g86",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g87",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g88",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g89",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g90",0.79296,1,1,1,0.62492,0.587701,0.628575,0.641855,1,1,0.608916,0.600356,0.824355,0.810578,1,0.781312,0.762254,0.622439,0.803948,0.650317,0.62492,0.62492,0.792764,0.647215,0.628575,1,1,0.586585,1,0.626403,0.62492,0.62492,1,1,1,1,1,1,1,1,1,1,0.682823,0.620526,1,0.650785,1,1,1,1,0.62492,1,1,1,0.582568,0.585664,1,0.786307,1,0.593368,1,1,0.628575,1,1,1,1,0.593368,1,0.825183,0.818715,0.600297,0.62492,0.773106,1,1,1,1,1,1,0.641187,0.801769,1,1,1,0.535873,0.622439,1,0.811404,0.508843,1,1,0.61648,1,1,0.562825,1,1,1,1,0.62492,0.660588,0.62492,0.614329,1,0.616424,0.62492,1,0.598833,0.622439,1,1,1,1,0.607639,0.625463,0.62492,0.62492,1,0.69601,0.670827,0.610898,0.622439,0.62492,0.62492,0.804559,0.620526,0.628575,0.631728,0.580973,0.536086,0.601143,1,0.650317,0.615277,0.580012,0.62492,0.600297,1,1,1,0.622439,0.753393,1,0.619222,0.527619,1,1,1,0.641529,1,0.631728,0.622439,1,0.62492,0.628874,0.621281,1,1,0.62492,0.62492,0.622439,1,1,1,1,1,1,0.622439,1,0.636005,1,0.587701,0.610898
"g91",0.917811,1,1,1,0.459322,0.462381,0.470159,0.649859,1,1,0.578185,0.568872,0.814406,0.916554,1,0.907898,0.885746,0.455382,0.930293,0.540896,0.459322,0.459322,0.917655,0.536936,0.470159,1,1,0.467471,1,0.502261,0.459322,0.459322,1,1,1,1,1,1,1,1,1,1,0.581298,0.451585,1,0.620732,1,1,1,1,0.459322,1,1,1,0.437474,0.47709,1,0.908854,1,0.49624,1,1,0.470159,1,1,1,1,0.49624,1,0.91461,0.913391,0.455138,0.459322,0.882237,1,1,1,1,1,1,0.766197,0.919566,1,1,1,0.497056,0.455382,1,0.93012,0.645532,1,1,0.500142,1,1,0.658779,1,1,1,1,0.459322,0.554788,0.459322,0.5199,1,0.526642,0.459322,1,0.456965,0.455382,1,1,1,1,0.443855,0.535667,0.459322,0.459322,1,0.567174,0.563364,0.471852,0.455382,0.459322,0.459322,0.898234,0.451585,0.470159,0.471852,0.501393,0.493928,0.464484,1,0.540896,0.499798,0.493901,0.459322,0.455138,1,1,1,0.455382,0.881272,1,0.459269,0.497535,1,1,1,0.617427,1,0.471852,0.455382,1,0.459322,0.486381,0.635642,1,1,0.459322,0.459322,0.455382,1,1,1,1,1,1,0.455382,1,0.761794,1,0.462381,0.471852
"g92",0.912399,1,1,1,0.496457,0.476944,0.499577,0.618453,1,1,0.61459,0.60625,0.833572,0.912142,1,0.902346,0.880777,0.492178,0.916325,0.553645,0.496457,0.496457,0.905133,0.485174,0.499577,1,1,0.470466,1,0.521786,0.496457,0.496457,1,1,1,1,1,1,1,1,1,1,0.561269,0.485986,1,0.657626,1,1,1,1,0.496457,1,1,1,0.493443,0.51533,1,0.900164,1,0.432057,1,1,0.499577,1,1,1,1,0.432057,1,0.896217,0.909335,0.479717,0.496457,0.868125,1,1,1,1,1,1,0.760713,0.914547,1,1,1,0.531303,0.492178,1,0.927229,0.636758,1,1,0.531145,1,1,0.642189,1,1,1,1,0.496457,0.545687,0.496457,0.463449,1,0.525899,0.496457,1,0.465217,0.492178,1,1,1,1,0.496562,0.562179,0.496457,0.496457,1,0.576709,0.555552,0.477887,0.492178,0.496457,0.496457,0.894801,0.485986,0.499577,0.500932,0.485784,0.537329,0.505428,1,0.553645,0.450208,0.496255,0.496457,0.479717,1,1,1,0.492178,0.873731,1,0.483483,0.535659,1,1,1,0.653889,1,0.500932,0.492178,1,0.496457,0.502377,0.606215,1,1,0.496457,0.496457,0.492178,1,1,1,1,1,1,0.492178,1,0.75407,1,0.476944,0.477887
"g93",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g94",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g95",0.949607,1,1,1,0.406978,0.447971,0.417815,0.677405,1,1,0.611508,0.604385,0.852195,0.949227,1,0.93761,0.916689,0.4,0.957379,0.53325,0.406978,0.406978,0.942073,0.515715,0.417815,1,1,0.475573,1,0.498546,0.406978,0.406978,1,1,1,1,1,1,1,1,1,1,0.546769,0.406192,1,0.655128,1,1,1,1,0.406978,1,1,1,0.473564,0.461978,1,0.937849,1,0.500138,1,1,0.417815,1,1,1,1,0.500138,1,0.934121,0.949354,0.452624,0.406978,0.912319,1,1,1,1,1,1,0.798058,0.951571,1,1,1,0.526223,0.4,1,0.963714,0.67683,1,1,0.526066,1,1,0.690609,1,1,1,1,0.406978,0.534205,0.406978,0.502504,1,0.518614,0.406978,1,0.46364,0.4,1,1,1,1,0.428855,0.574247,0.406978,0.406978,1,0.511792,0.526674,0.416471,0.4,0.406978,0.406978,0.937055,0.406192,0.417815,0.416471,0.493792,0.530094,0.44136,1,0.53325,0.480201,0.486759,0.406978,0.452624,1,1,1,0.4,0.912393,1,0.409427,0.527595,1,1,1,0.650929,1,0.416471,0.4,1,0.406978,0.434038,0.654121,1,1,0.406978,0.406978,0.4,1,1,1,1,1,1,0.4,1,0.792943,1,0.447971,0.416471
"g96",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g97",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g98",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g99",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g100",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g101",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g102",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g103",0.951633,1,1,1,0.4,0.45495,0.410837,0.680602,1,1,0.614339,0.607374,0.854607,0.951367,1,0.939661,0.918812,0.406978,0.959431,0.53878,0.4,0.4,0.944285,0.519994,0.410837,1,1,0.479851,1,0.50331,0.4,0.4,1,1,1,1,1,1,1,1,1,1,0.551048,0.41317,1,0.657893,1,1,1,1,0.4,1,1,1,0.477843,0.467509,1,0.9399,1,0.504078,1,1,0.410837,1,1,1,1,0.504078,1,0.936681,0.951608,0.457388,0.4,0.914645,1,1,1,1,1,1,0.80027,0.953664,1,1,1,0.529712,0.406978,1,0.965753,0.679131,1,1,0.530829,1,1,0.69309,1,1,1,1,0.4,0.538969,0.4,0.507267,1,0.523378,0.4,1,0.46758,0.406978,1,1,1,1,0.435833,0.577576,0.4,0.4,1,0.518771,0.531438,0.423449,0.406978,0.4,0.4,0.939194,0.41317,0.410837,0.423449,0.498071,0.533423,0.446891,1,0.53878,0.484141,0.491523,0.4,0.457388,1,1,1,0.406978,0.914549,1,0.414957,0.530792,1,1,1,0.653532,1,0.423449,0.406978,1,0.4,0.427059,0.65761,1,1,0.4,0.4,0.406978,1,1,1,1,1,1,0.406978,1,0.795175,1,0.45495,0.423449
"g104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
